,title,hq,link
2543,Life Time Fitness,Chanhassen  Minnesota,//en.m.wikipedia.org/wiki/Life_Time_Fitness
2544,MAIR Holdings,Chanhassen  Minnesota,//en.m.wikipedia.org/wiki/MAIR_Holdings
2545,M Health Fairview,Minneapolis,//en.m.wikipedia.org/wiki/M_Health_Fairview
2546,MacSoft,Plymouth Minnesota U.S.,//en.m.wikipedia.org/wiki/MacSoft
2547,Mayo Clinic,Rochester  Minnesota U.S.,//en.m.wikipedia.org/wiki/Mayo_Clinic
2548,Maurices,Duluth  Minnesota,//en.m.wikipedia.org/wiki/Maurices
2549,Maxfield Research,Duluth  Minnesota,//en.m.wikipedia.org/wiki/Maxfield_Research
2550,Minco Products,Fridley  Minnesota USA,//en.m.wikipedia.org/wiki/Minco_Products
2551,Medtronic,Stryker Kalamazoo  Michigan,//en.m.wikipedia.org/wiki/Medtronic
2552,Mesaba Airlines,Saab 340,//en.m.wikipedia.org/wiki/Mesaba_Airlines
2553,MOM Brands,Lakeville  Minnesota,//en.m.wikipedia.org/wiki/MOM_Brands
2554,Minneapolis-Moline,Lakeville  Minnesota,//en.m.wikipedia.org/wiki/Minneapolis-Moline
2555,Minnesota North Stars,Lakeville  Minnesota,//en.m.wikipedia.org/wiki/Minnesota_North_Stars
2556,Musicland,Lakeville  Minnesota,//en.m.wikipedia.org/wiki/Musicland
2557,MoneyGram,Dallas Texas United States,//en.m.wikipedia.org/wiki/MoneyGram
2558,MTS Systems Corporation,Eden Prairie  Minnesota,//en.m.wikipedia.org/wiki/MTS_Systems_Corporation
2559,Nordic Ware,St. Louis Park  Minnesota United States,//en.m.wikipedia.org/wiki/Nordic_Ware
2560,My Pillow,Chaska  Minnesota,//en.m.wikipedia.org/wiki/My_Pillow
2561,Nash Finch Company,Chaska  Minnesota,/w/index.php?title=Nash_Finch_Company&action=edit
2562,Northland Organic Foods Corporation,Saint Paul  Minnesota,/w/index.php?title=Northland_Organic_Foods_Corporation&action=edit
2563,North Central Airlines,McDonnell Douglas DC-9-31,//en.m.wikipedia.org/wiki/North_Central_Airlines
2564,Northern States Power Company,McDonnell Douglas DC-9-31,//en.m.wikipedia.org/wiki/Northern_States_Power_Company
2565,Old Dutch Foods,Roseville Minnesota,//en.m.wikipedia.org/wiki/Old_Dutch_Foods
2566,Norwest Corporation,Minneapolis  Minnesota,//en.m.wikipedia.org/wiki/Norwest_Corporation
2567,Northwest Airlines,421 Martin 202 Winona Minneapolis-St. Paul Mississippi River,//en.m.wikipedia.org/wiki/Northwest_Airlines
2568,Patterson Companies,Mendota Heights  Minnesota,//en.m.wikipedia.org/wiki/Patterson_Companies
2569,VitaNova Brands,San Antonio Texas,//en.m.wikipedia.org/wiki/VitaNova_Brands
2570,PaR Systems,Shoreview  Minnesota United States,//en.m.wikipedia.org/wiki/PaR_Systems
2571,Pearson's Candy Company,Saint Paul  Minnesota,//en.m.wikipedia.org/wiki/Pearson%27s_Candy_Company
2572,Pentair,London Ireland,//en.m.wikipedia.org/wiki/Pentair
2573,PepsiAmericas,Minneapolis Minnesota,//en.m.wikipedia.org/wiki/PepsiAmericas
2574,Petters Group Worldwide,Minneapolis Minnesota,/w/index.php?title=Petters_Group_Worldwide&action=edit
2575,Perforce,Minneapolis  Minnesota Revision control Bug tracking system project management software,//en.m.wikipedia.org/wiki/Perforce
2576,Pillsbury (brand),Minneapolis  Minnesota U.S.,//en.m.wikipedia.org/wiki/Pillsbury_(brand)
2577,Piper Sandler Companies,U.S. Bancorp Center Minneapolis  Minnesota,//en.m.wikipedia.org/wiki/Piper_Sandler_Companies
2578,Polaris Inc.,kg lb,//en.m.wikipedia.org/wiki/Polaris_Inc.
2579,Radisson Hotels,Minnetonka  Minnesota U.S.,//en.m.wikipedia.org/wiki/Radisson_Hotels
2580,Post Consumer Brands,Lakeville  Minnesota,//en.m.wikipedia.org/wiki/Post_Consumer_Brands
2581,Quality Bicycle Products,Bloomington  MN,//en.m.wikipedia.org/wiki/Quality_Bicycle_Products
2582,Regis Corporation,Edina  Minnesota  United States,//en.m.wikipedia.org/wiki/Regis_Corporation
2583,Red Wing Shoes,Red Wing  Minnesota,//en.m.wikipedia.org/wiki/Red_Wing_Shoes
2584,Regions Hospital,Red Wing  Minnesota,//en.m.wikipedia.org/wiki/Regions_Hospital
2585,Securian Financial Group,St. Paul  Minnesota U.S.,//en.m.wikipedia.org/wiki/Securian_Financial_Group
2586,Republic Airlines,Minneapolis-St. Paul Int’l Airport Fort Snelling  Minnesota,//en.m.wikipedia.org/wiki/Republic_Airlines
2587,Schwan's Company,Marshall  Minnesota USA,//en.m.wikipedia.org/wiki/Schwan%27s_Company
2588,Soo Line Railroad,Minneapolis Minnesota,//en.m.wikipedia.org/wiki/Soo_Line_Railroad
2589,Sleep Number,Minneapolis Minnesota U.S.,//en.m.wikipedia.org/wiki/Sleep_Number
2590,Slumberland Furniture,U.S.,//en.m.wikipedia.org/wiki/Slumberland_Furniture
2591,Sun Country Airlines,U.S.,//en.m.wikipedia.org/wiki/Sun_Country_Airlines
2592,St. Jude Medical,Little Canada  Minnesota,//en.m.wikipedia.org/wiki/St._Jude_Medical
2593,Summit Brewing Company,Little Canada  Minnesota,//en.m.wikipedia.org/wiki/Summit_Brewing_Company
2594,Surly Bikes,Bloomington  Minnesota,//en.m.wikipedia.org/wiki/Surly_Bikes
2595,SuperAmerica,Woodbury  Minnesota United States,//en.m.wikipedia.org/wiki/SuperAmerica
2596,Supercuts,Minneapolis  Minnesota,//en.m.wikipedia.org/wiki/Supercuts
2597,Taylor Corporation,North Mankato  Minnesota USA,//en.m.wikipedia.org/wiki/Taylor_Corporation
2598,Surly Brewing Company,North Mankato  Minnesota USA,//en.m.wikipedia.org/wiki/Surly_Brewing_Company
2599,Target Corporation,Rialto  California,//en.m.wikipedia.org/wiki/Target_Corporation
2600,The Toro Company,Bloomington  Minnesota,//en.m.wikipedia.org/wiki/The_Toro_Company
2601,The Mosaic Company,Tampa  Florida  U.S.,//en.m.wikipedia.org/wiki/The_Mosaic_Company
2602,Thrivent,Tampa  Florida  U.S.,//en.m.wikipedia.org/wiki/Thrivent
2603,Uni-Systems,Minneapolis  Minnesota,//en.m.wikipedia.org/wiki/Uni-Systems
2604,Unicel,Alexandria  Minnesota,//en.m.wikipedia.org/wiki/Unicel
2605,U.S. Bancorp,U.S. Bancorp Center,//en.m.wikipedia.org/wiki/U.S._Bancorp
2606,Valspar,Minneapolis Minnesota,//en.m.wikipedia.org/wiki/Valspar
2607,United Hardware Distributing Company,Plymouth  Minnesota U.S.,//en.m.wikipedia.org/wiki/United_Hardware_Distributing_Company
2608,UnitedHealth Group,Minnetonka  Minnesota United States,//en.m.wikipedia.org/wiki/UnitedHealth_Group
2609,Wings Financial Credit Union,Apple Valley Minnesota United States,//en.m.wikipedia.org/wiki/Wings_Financial_Credit_Union
2610,Watkins Incorporated,Apple Valley Minnesota United States,//en.m.wikipedia.org/wiki/Watkins_Incorporated
2611,Wilsons Leather,Minneapolis Minnesota United States,//en.m.wikipedia.org/wiki/Wilsons_Leather
2612,List of companies based in Minneapolis–Saint Paul,Minneapolis Minnesota United States,/w/index.php?title=List_of_companies_based_in_Minneapolis%E2%80%93Saint_Paul&action=edit
2613,Xcel Energy,Minneapolis  Minnesota,//en.m.wikipedia.org/wiki/Xcel_Energy
2614,World Wide Pictures,Minneapolis United States,//en.m.wikipedia.org/wiki/World_Wide_Pictures
2615,Halekulani (hotel),Minneapolis United States,//en.m.wikipedia.org/wiki/Halekulani_(hotel)
2616,Anna Miller's,Minneapolis United States,//en.m.wikipedia.org/wiki/Anna_Miller%27s
2617,Genki Sushi,Utsunomiya,//en.m.wikipedia.org/wiki/Genki_Sushi
2618,Maui Tacos,Utsunomiya,//en.m.wikipedia.org/wiki/Maui_Tacos
2619,Kanemitsu Bakery,Utsunomiya,//en.m.wikipedia.org/wiki/Kanemitsu_Bakery
2620,L&L Hawaiian Barbecue,Honolulu  Hawaiʻi,//en.m.wikipedia.org/wiki/L%26L_Hawaiian_Barbecue
2621,Vintage Cave Club,Honolulu  Hawaiʻi,//en.m.wikipedia.org/wiki/Vintage_Cave_Club
2622,Roy's,Dallas  Texas U.S.,//en.m.wikipedia.org/wiki/Roy%27s
2623,Roy Yamaguchi,Dallas  Texas U.S.,//en.m.wikipedia.org/wiki/Roy_Yamaguchi
2624,List of Hawaiian dishes,Dallas  Texas U.S.,//en.m.wikipedia.org/wiki/List_of_Hawaiian_dishes
2625,Zippy's,Honolulu  Hawaii,//en.m.wikipedia.org/wiki/Zippy%27s
2626,Cuisine of Hawaii,Honolulu  Hawaii,//en.m.wikipedia.org/wiki/Cuisine_of_Hawaii
2627,Lists of restaurants,Honolulu  Hawaii,//en.m.wikipedia.org/wiki/Lists_of_restaurants
2628,File:Commons-logo.svg,Honolulu  Hawaii,//upload.wikimedia.org
2629,Abt Electronics,Glenview  Cook County  Illinois,//en.m.wikipedia.org/wiki/Abt_Electronics
2630,Abbott Laboratories,Illinois,//en.m.wikipedia.org/wiki/Abbott_Laboratories
2631,AbbVie,North Chicago  Illinois,//en.m.wikipedia.org/wiki/AbbVie
2632,Alton Steel,North Chicago  Illinois,/w/index.php?title=Alton_Steel&action=edit
2633,Alliant Credit Union,Chicago Illinois United States,//en.m.wikipedia.org/wiki/Alliant_Credit_Union
2634,Allstate,Northbrook  Illinois,//en.m.wikipedia.org/wiki/Allstate
2635,ADM (company),77 West Wacker Drive Chicago  Illinois,//en.m.wikipedia.org/wiki/ADM_(company)
2636,American River Transportation Company,Decatur  Illinois,/w/index.php?title=American_River_Transportation_Company&action=edit
2637,Anixter,Glenview  Illinois,//en.m.wikipedia.org/wiki/Anixter
2638,Basler Electric,Glenview  Illinois,//en.m.wikipedia.org/wiki/Basler_Electric
2639,Astro-Physics,Glenview  Illinois,/w/index.php?title=Astro-Physics&action=edit
2640,Axium Foods,South Beloit  IL,//en.m.wikipedia.org/wiki/Axium_Foods
2641,Bell Sports,United States,//en.m.wikipedia.org/wiki/Bell_Sports
2642,Beer Nuts,United States,//en.m.wikipedia.org/wiki/Beer_Nuts
2643,Believers Broadcasting Corporation,United States,//en.m.wikipedia.org/wiki/Believers_Broadcasting_Corporation
2644,BenchPrep,Chicago  Illinois,//en.m.wikipedia.org/wiki/BenchPrep
2645,Belly (loyalty program),Chicago  Illinois United States,//en.m.wikipedia.org/wiki/Belly_(loyalty_program)
2646,BMO US,Chicago  Illinois,//en.m.wikipedia.org/wiki/BMO_US
2647,Black Dog Books (American publisher),Normal  Illinois,//en.m.wikipedia.org/wiki/Black_Dog_Books_(American_publisher)
2648,Boeing,Edmund P. Giambastiani Jr. U.S. Joint Chiefs of Staff Philip G. Johnson,//en.m.wikipedia.org/wiki/Boeing
2649,Braintree (company),Chicago  Illinois,//en.m.wikipedia.org/wiki/Braintree_(company)
2650,Brewer Investment Group,Chicago Illinois,//en.m.wikipedia.org/wiki/Brewer_Investment_Group
2651,Brown County State Bank,Chicago Illinois,//en.m.wikipedia.org/wiki/Brown_County_State_Bank
2652,Bunn-O-Matic Corporation,Springfield  Illinois U.S.,//en.m.wikipedia.org/wiki/Bunn-O-Matic_Corporation
2653,Busey Bank,Champaign  Illinois USA,//en.m.wikipedia.org/wiki/Busey_Bank
2654,Byline Bank,Chicago Illinois,//en.m.wikipedia.org/wiki/Byline_Bank
2655,Cars.com,Chicago  Illinois U.S.,//en.m.wikipedia.org/wiki/Cars.com
2656,CDW,Lincolnshire  Illinois,//en.m.wikipedia.org/wiki/CDW
2657,Citizens Equity First Credit Union,Peoria  Illinois,//en.m.wikipedia.org/wiki/Citizens_Equity_First_Credit_Union
2658,"City Water, Light & Power",Springfield  Illinois United States,"//en.m.wikipedia.org/wiki/City_Water,_Light_%26_Power"
2659,Conagra Brands,Merchandise Mart Chicago  Illinois,//en.m.wikipedia.org/wiki/Conagra_Brands
2660,Consolidated Communications,Mattoon  Illinois,//en.m.wikipedia.org/wiki/Consolidated_Communications
2661,Country Financial,Bloomington  Illinois,//en.m.wikipedia.org/wiki/Country_Financial
2662,Credit Union 1 (Illinois),Rantoul Illinois United States,/w/index.php?title=Credit_Union_1_(Illinois)&action=edit
2663,Dawn Equipment Company,Sycamore  Illinois U.S.A.,//en.m.wikipedia.org/wiki/Dawn_Equipment_Company
2664,Daxcon,Bartonville  Illinois,//en.m.wikipedia.org/wiki/Daxcon
2665,Discover Financial,Riverwoods  Illinois,//en.m.wikipedia.org/wiki/Discover_Financial
2666,Donnelley Financial Solutions,Leo Burnett Building,//en.m.wikipedia.org/wiki/Donnelley_Financial_Solutions
2667,Dot Foods,Mount Sterling  Illinois United States,//en.m.wikipedia.org/wiki/Dot_Foods
2668,Dover Corporation,Downers Grove  Illinois,//en.m.wikipedia.org/wiki/Dover_Corporation
2669,Eli Bridge Company,Jacksonville  Illinois U.S.,//en.m.wikipedia.org/wiki/Eli_Bridge_Company
2670,Elliott Aviation,Jacksonville  Illinois U.S.,//en.m.wikipedia.org/wiki/Elliott_Aviation
2671,Ferrara Candy Company,Chicago Illinois US,//en.m.wikipedia.org/wiki/Ferrara_Candy_Company
2672,Estwing,Rockford  Illinois,//en.m.wikipedia.org/wiki/Estwing
2673,Federal Signal Corporation,Oak Brook  Illinois,//en.m.wikipedia.org/wiki/Federal_Signal_Corporation
2674,Follett Corporation,Westchester  Illinois United States,//en.m.wikipedia.org/wiki/Follett_Corporation
2675,First Midwest Bancorp,Chicago Illinois,//en.m.wikipedia.org/wiki/First_Midwest_Bancorp
2676,Fieldglass,111 N. Canal St. Chicago  Illinois,//en.m.wikipedia.org/wiki/Fieldglass
2677,Ingersoll Rand,Davidson  North Carolina,//en.m.wikipedia.org/wiki/Ingersoll_Rand#History
2678,The Frantz Manufacturing Company,Davidson  North Carolina,//en.m.wikipedia.org/wiki/The_Frantz_Manufacturing_Company
2679,Frasca International,Urbana  Illinois,//en.m.wikipedia.org/wiki/Frasca_International
2680,Gogo Inflight Internet,Broomfield  Colorado,//en.m.wikipedia.org/wiki/Gogo_Inflight_Internet
2681,GE HealthCare,Chicago  Illinois,//en.m.wikipedia.org/wiki/GE_HealthCare
2682,Glik's,Granite City  Illinois,//en.m.wikipedia.org/wiki/Glik%27s
2683,GoHealth,Chicago  Illinois,//en.m.wikipedia.org/wiki/GoHealth
2684,Great Planes Model Manufacturing,Champaign Illinois United States,//en.m.wikipedia.org/wiki/Great_Planes_Model_Manufacturing
2685,Golub Capital,Champaign Illinois United States,//en.m.wikipedia.org/wiki/Golub_Capital
2686,Growmark,Bloomington  Illinois,//en.m.wikipedia.org/wiki/Growmark
2687,Greenlee,Rockford  Illinois,//en.m.wikipedia.org/wiki/Greenlee
2688,Group O,Milan  Illinois U.S.,//en.m.wikipedia.org/wiki/Group_O
2689,GTCR,300 North LaSalle Chicago  Illinois leveraged buyout,//en.m.wikipedia.org/wiki/GTCR
2690,Groupon,Chicago  Illinois,//en.m.wikipedia.org/wiki/Groupon
2691,Grubhub,Chicago  Illinois,//en.m.wikipedia.org/wiki/Grubhub
2692,Horizon Hobby,Chicago  Illinois,//en.m.wikipedia.org/wiki/Horizon_Hobby
2693,Harrisonville Telephone Company,Waterloo  Illinois United States,//en.m.wikipedia.org/wiki/Harrisonville_Telephone_Company
2694,Horace Mann Educators Corporation,Springfield  Illinois U.S.,//en.m.wikipedia.org/wiki/Horace_Mann_Educators_Corporation
2695,INB,Springfield  Illinois USA,//en.m.wikipedia.org/wiki/INB
2696,Hyatt,Chicago Illinois,//en.m.wikipedia.org/wiki/Hyatt
2697,Ideal Industries,Sycamore  Illinois,//en.m.wikipedia.org/wiki/Ideal_Industries
2698,Illinois Tool Works,Glenview  Illinois,//en.m.wikipedia.org/wiki/Illinois_Tool_Works
2699,IMC Financial Markets,Amsterdam Chicago Sydney,//en.m.wikipedia.org/wiki/IMC_Financial_Markets
2700,Invenergy,Amsterdam Chicago Sydney,//en.m.wikipedia.org/wiki/Invenergy
2701,Jimmy John's,Champaign  Illinois,//en.m.wikipedia.org/wiki/Jimmy_John%27s
2702,JLL (company),Aon Center Chicago  Illinois,//en.m.wikipedia.org/wiki/JLL_(company)
2703,John Deere,Jiamusi  Heilongjiang,//en.m.wikipedia.org/wiki/John_Deere
2704,Legacy Audio,Springfield  IL United States,//en.m.wikipedia.org/wiki/Legacy_Audio
2705,Kress Corporation,Springfield  IL United States,//en.m.wikipedia.org/wiki/Kress_Corporation
2706,Kraft Foods,Chicago  Illinois United States,//en.m.wikipedia.org/wiki/Kraft_Foods
2707,"Levi, Ray & Shoup",Springfield  Illinois,"//en.m.wikipedia.org/wiki/Levi,_Ray_%26_Shoup"
2708,Lightbank,Chicago United States,//en.m.wikipedia.org/wiki/Lightbank
2709,Lewis Machine and Tool Company,Eldridge  Iowa,//en.m.wikipedia.org/wiki/Lewis_Machine_and_Tool_Company
2710,Madison Dearborn Partners,Chicago,//en.m.wikipedia.org/wiki/Madison_Dearborn_Partners
2711,Meatheads Burgers & Fries,Chicago  Illinois,//en.m.wikipedia.org/wiki/Meatheads_Burgers_%26_Fries
2712,Maui Jim,Peoria  Illinois U.S.,//en.m.wikipedia.org/wiki/Maui_Jim
2713,Morton Salt,River Point Chicago  Illinois,//en.m.wikipedia.org/wiki/Morton_Salt
2714,Metropolitan Educational Enterprises,River Point Chicago  Illinois,//en.m.wikipedia.org/wiki/Metropolitan_Educational_Enterprises
2715,Monical's Pizza,Bradley  Illinois,//en.m.wikipedia.org/wiki/Monical%27s_Pizza
2716,Motorola Solutions,Chicago  Illinois,//en.m.wikipedia.org/wiki/Motorola_Solutions
2717,"Morningstar, Inc.",Chicago  Illinois,"//en.m.wikipedia.org/wiki/Morningstar,_Inc."
2718,Motorola Mobility,Merchandise Mart Chicago Illinois,//en.m.wikipedia.org/wiki/Motorola_Mobility
2719,Mrs. Fisher's,Merchandise Mart Chicago Illinois,//en.m.wikipedia.org/wiki/Mrs._Fisher%27s
2720,McDonald's,Chicago  Illinois,//en.m.wikipedia.org/wiki/McDonald%27s
2721,Nalco Water,Naperville  Illinois United States,//en.m.wikipedia.org/wiki/Nalco_Water
2722,Northern Trust,Chicago  Illinois U.S.,//en.m.wikipedia.org/wiki/Northern_Trust
2723,National Railway Equipment,Mt. Vernon  Illinois United States 2GS14B B-B Australia AT36-C Co-Co EMD 16-645F3B Morrison-Knudsen,//en.m.wikipedia.org/wiki/National_Railway_Equipment
2724,Navistar,Lisle  Illinois Columbus  Ohio SMC,//en.m.wikipedia.org/wiki/Navistar
2725,Nuveen,333 Wacker Drive,//en.m.wikipedia.org/wiki/Nuveen
2726,Pacific Bearing Company,Roscoe  Illinois,//en.m.wikipedia.org/wiki/Pacific_Bearing_Company
2727,Pactiv Evergreen,Lake Forest  Illinois,//en.m.wikipedia.org/wiki/Pactiv_Evergreen
2728,ParkWhiz,Chicago  Illinois,//en.m.wikipedia.org/wiki/ParkWhiz
2729,Peoria Charter Coach Company,Peoria  Illinois,//en.m.wikipedia.org/wiki/Peoria_Charter_Coach_Company
2730,Pioneer Lines,Greenwood Village  Colorado,//en.m.wikipedia.org/wiki/Pioneer_Lines
2731,Plochman's,Greenwood Village  Colorado,//en.m.wikipedia.org/wiki/Plochman%27s
2732,Portillo's Restaurants,Oak Brook Illinois,//en.m.wikipedia.org/wiki/Portillo%27s_Restaurants
2733,QCR Holdings,Moline  Illinois U.S.,//en.m.wikipedia.org/wiki/QCR_Holdings
2734,Potbelly Sandwich Shop,The Gogo Building,//en.m.wikipedia.org/wiki/Potbelly_Sandwich_Shop
2735,Peapod,Chicago  Illinois United States,//en.m.wikipedia.org/wiki/Peapod
2736,Quincy Media,Elkhart South Bend  Indiana,//en.m.wikipedia.org/wiki/Quincy_Media
2737,RR Donnelley,35 West Wacker Drive Chicago United States,//en.m.wikipedia.org/wiki/RR_Donnelley
2738,RLI Corp.,Peoria  Illinois,//en.m.wikipedia.org/wiki/RLI_Corp.
2739,Rural King,Mattoon  Illinois U.S.,//en.m.wikipedia.org/wiki/Rural_King
2740,Road Ranger,Schaumburg  Illinois,//en.m.wikipedia.org/wiki/Road_Ranger
2741,Rock River Arms,Colona  Illinois U.S,//en.m.wikipedia.org/wiki/Rock_River_Arms
2742,Shaw Media (United States),Colona  Illinois U.S,//en.m.wikipedia.org/wiki/Shaw_Media_(United_States)
2743,Sears,Hoffman Estates  Illinois,//en.m.wikipedia.org/wiki/Sears
2744,Shakespeare Squared,Hoffman Estates  Illinois,//en.m.wikipedia.org/wiki/Shakespeare_Squared
2745,"Springfield Armory, Inc.",Geneseo  Illinois,"//en.m.wikipedia.org/wiki/Springfield_Armory,_Inc."
2746,"Skidmore, Owings & Merrill",Chicago,"//en.m.wikipedia.org/wiki/Skidmore,_Owings_%26_Merrill"
2747,SpotHero,Chicago  IL,//en.m.wikipedia.org/wiki/SpotHero
2748,Suburban Express,Chicago  IL,//en.m.wikipedia.org/wiki/Suburban_Express
2749,STARadio Corporation,Chicago  IL,//en.m.wikipedia.org/wiki/STARadio_Corporation
2750,State Farm,Michael L. Tipsord,//en.m.wikipedia.org/wiki/State_Farm
2751,Titan Tire Corporation,Quincy  Illinois,//en.m.wikipedia.org/wiki/Titan_Tire_Corporation
2752,Testor Corporation,Rockford  IL,//en.m.wikipedia.org/wiki/Testor_Corporation
2753,Thoma Bravo,Chicago  Illinois,//en.m.wikipedia.org/wiki/Thoma_Bravo
2754,Tri-State Christian Television,Chicago  Illinois,//en.m.wikipedia.org/wiki/Tri-State_Christian_Television
2755,Tower Hobbies,Chicago  Illinois,/w/index.php?title=Tower_Hobbies&action=edit
2756,Trend Is Dead! Records,Chicago  Illinois,//en.m.wikipedia.org/wiki/Trend_Is_Dead!_Records
2757,Volition (company),Champaign  Illinois,//en.m.wikipedia.org/wiki/Volition_(company)
2758,Uptake (business),Chicago  Illinois,//en.m.wikipedia.org/wiki/Uptake_(business)
2759,United Airlines,Flight 2885 Flight 811 Flight 232 Flight 2415,//en.m.wikipedia.org/wiki/United_Airlines
2760,Walgreens Boots Alliance,Deerfield  Illinois,//en.m.wikipedia.org/wiki/Walgreens_Boots_Alliance
2761,Vivid Seats,Chicago  Illinois United States,//en.m.wikipedia.org/wiki/Vivid_Seats
2762,Wahl Clipper,Sterling  Illinois,//en.m.wikipedia.org/wiki/Wahl_Clipper
2763,Western Cartridge Company,East Alton  Illinois,//en.m.wikipedia.org/wiki/Western_Cartridge_Company
2764,West Monroe Partners,Chicago Illinois,//en.m.wikipedia.org/wiki/West_Monroe_Partners
